ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q223: Which party would you vote for if there were a national election tomorrow,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex,source,Q260: Sex,Q262: Age,source_age,source_sex,self_reported_age,self_reported_sex
1069929635.0,2022-01-24 13:50:39,2022-01-24 13:50:39,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно доверяю,1.0,8.0,5.0,10.0,4.0,10.0,10.0,4.0,6.0,7.0,4.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,2,2,2,4,1,2,3,3,1,1,2,0,1.0,8.0,5.0,10.0,4.0,10.0,6.0,7.0,4.0,ours,,,29,female,29,female
1069897301.0,2022-01-24 13:32:13,2022-01-24 13:32:13,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,1.0,3.0,3.0,10.0,5.0,10.0,1.0,1.0,1.0,КПРФ,False,False,False,False,False,2,2,1,1,2,2,5,3,3,3,3,2,2,0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,ours,,,29,female,29,female
1069771915.0,2022-01-24 12:20:27,2022-01-24 12:20:27,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,1.0,1.0,10.0,1.0,10.0,10.0,10.0,1.0,10.0,1.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,2,3,3,2,3,1,4,3,0,1.0,1.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,ours,,,29,female,29,female
1069744081.0,2022-01-24 12:03:22,2022-01-24 12:03:22,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Затрудняюсь ответить,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее доверяю,1.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,1.0,3.0,1.0,ЛДПР,False,False,False,False,False,1,2,1,2,2,2,-1,3,3,3,2,1,4,0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,1.0,ours,,,29,female,29,female
1069688075.0,2022-01-24 11:29:30,2022-01-24 11:29:30,Женский,до 29,посёлок городского типа,female_29,Наркозависимого,,,,,,Затрудняюсь ответить,"Ни согласен, ни несогласен",Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,3.0,3.0,6.0,4.0,6.0,6.0,5.0,1.0,2.0,4.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,-1,3,3,2,-1,-1,3,3,1,1.0,3.0,3.0,6.0,4.0,6.0,1.0,2.0,4.0,ours,,,50+,female,29,female
1069629887.0,2022-01-24 10:52:43,2022-01-24 10:52:43,Женский,30-49,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,3.0,2.0,5.0,2.0,8.0,9.0,7.0,3.0,9.0,7.0,КПРФ,True,False,False,False,True,1,2,2,2,2,2,4,2,3,2,-1,-1,3,0,1.0,3.0,2.0,5.0,2.0,8.0,3.0,9.0,7.0,ours,,,30-49,female,30-49,female
1069624172.0,2022-01-24 10:48:58,2022-01-24 10:48:58,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,,,,,,Не против любого из перечисленных,Полностью не согласен,Скорее согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,7.0,10.0,10.0,2.0,10.0,1.0,1.0,5.0,10.0,10.0,Единая Россия,True,False,False,False,True,2,2,2,2,2,4,2,-1,2,2,2,-1,-1,1,1.0,7.0,10.0,10.0,2.0,10.0,5.0,10.0,10.0,ours,,,29,female,29,female
1069621662.0,2022-01-24 10:47:18,2022-01-24 10:47:19,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,,,,,,Не против любого из перечисленных,Полностью не согласен,Скорее согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,7.0,10.0,10.0,2.0,10.0,1.0,1.0,5.0,10.0,10.0,Единая Россия,True,False,False,False,True,2,2,2,2,2,4,2,-1,2,2,2,-1,-1,1,1.0,7.0,10.0,10.0,2.0,10.0,5.0,10.0,10.0,ours,,,29,female,29,female
1069591841.0,2022-01-24 10:25:39,2022-01-24 10:25:39,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,10.0,2.0,10.0,1.0,10.0,10.0,1.0,6.0,7.0,7.0,Яблоко,False,False,False,False,False,1,2,2,2,2,4,2,2,4,4,1,1,3,0,1.0,10.0,2.0,10.0,1.0,10.0,6.0,7.0,7.0,ours,,,29,female,29,female
1069508824.0,2022-01-24 09:16:51,2022-01-24 09:16:51,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,,,Полностью не согласен,Полностью согласен,Абсолютно согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно доверяю,1.0,9.0,10.0,10.0,1.0,10.0,10.0,1.0,5.0,10.0,10.0,Коммунистическая партия Коммунисты России,False,True,False,False,True,1,2,2,1,2,4,1,3,4,3,1,2,2,0,1.0,9.0,10.0,10.0,1.0,10.0,5.0,10.0,10.0,ours,,,30-49,female,29,female
1069496891.0,2022-01-24 09:06:08,2022-01-24 09:06:08,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Абсолютно согласен,Затрудняюсь ответить,Полностью доверяю,Скорее не доверяю,Скорее согласен,Одобряю,Скорее часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,10.0,1.0,5.0,1.0,10.0,3.0,5.0,1.0,1.0,5.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,3,2,-1,1,3,1,2,1,1,1.0,10.0,1.0,5.0,1.0,10.0,1.0,1.0,5.0,ours,,,29,female,29,female
1069487218.0,2022-01-24 08:57:08,2022-01-24 08:57:08,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,-1,-1,3,2,2,-1,-1,-1,1,1.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,ours,,,30-49,female,29,female
1069479171.0,2022-01-24 08:49:53,2022-01-24 08:49:53,Женский,до 29,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Скорее согласен,Одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,4.0,3.0,1.0,7.0,6.0,6.0,5.0,8.0,3.0,Единая Россия,True,False,False,False,True,1,2,2,2,2,-1,-1,3,-1,2,2,1,3,1,1.0,1.0,4.0,3.0,1.0,7.0,5.0,8.0,3.0,ours,,,29,female,29,female
1069459808.0,2022-01-24 08:31:52,2022-01-24 08:31:52,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,5.0,1.0,10.0,8.0,9.0,1.0,1.0,4.0,ЛДПР,True,False,False,False,True,1,2,1,1,2,2,4,-1,2,2,2,-1,3,0,1.0,1.0,1.0,5.0,1.0,10.0,1.0,1.0,4.0,ours,,,29,female,29,female
1069372789.0,2022-01-24 06:38:39,2022-01-24 06:38:39,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Затрудняюсь ответить,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,4.0,10.0,10.0,1.0,10.0,4.0,8.0,10.0,10.0,10.0,Яблоко,False,False,False,False,False,1,2,2,2,2,2,2,3,4,3,4,1,3,0,1.0,4.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,ours,,,50+,female,29,female
1069357096.0,2022-01-24 06:07:26,2022-01-24 06:07:26,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,,,,Иммигранта,Человека другой религии,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,1.0,1.0,8.0,5.0,5.0,1.0,1.0,1.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,2,2,2,1,1,2,5,3,3,2,-1,2,3,0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,ours,,,30-49,female,30-49,female
1069327144.0,2022-01-24 04:43:41,2022-01-24 04:43:41,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,Человека другой религии,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,4.0,3.0,10.0,4.0,10.0,10.0,3.0,4.0,4.0,7.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,2,2,1,3,3,3,3,3,1,-1,3,0,1.0,4.0,3.0,10.0,4.0,10.0,4.0,4.0,7.0,ours,,,29,female,29,female
